CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated
21495,NULL,James,NULL,Hughes,NULL,8225 Hidden Oak Ct,NULL,Olympia,Washington,United States,98501,525-555-0165,8/2/1971,High School,Manual,M,M,1,1,2,2,29111,3/6/2017
14773,NULL,Noah,NULL,Ross,NULL,"7, route de Marseille",NULL,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0136,4/27/1988,Graduate Degree,Clerical,M,M,1,1,1,1,81985,3/6/2017
29082,NULL,Sabrina,L,Ramos,NULL,868 Aspen Dr.,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0143,1/22/1969,Partial High School,Manual,F,S,1,0,0,0,33954,3/6/2017
14021,NULL,Michelle,NULL,Richardson,NULL,2676 Santa Fe Street,NULL,Kirkland,Washington,United States,98033,590-555-0195,11/2/1995,Partial College,Manual,F,S,0,0,0,0,29016,3/6/2017
23689,NULL,Kayla,D,Hall,NULL,7034 Carson,NULL,West Covina,California,United States,91791,155-555-0190,2/26/1967,High School,Manual,F,M,1,0,1,2,33152,3/6/2017
13485,NULL,Thomas,J,Allen,NULL,288 Almaden Dr.,NULL,Chula Vista,California,United States,91910,599-555-0119,10/25/1957,Graduate Degree,Clerical,M,M,1,1,2,2,80331,3/6/2017
14179,NULL,Claudia,J,Xu,NULL,Lützowplatz 5538,NULL,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0140,4/26/1966,Bachelors,Clerical,F,S,1,1,1,1,79235,3/6/2017
15084,NULL,Adrienne,NULL,Serrano,NULL,Winterfeldtstr 2529,NULL,Kassel,Hessen,Germany,34117,1 (11) 500 555-0186,9/20/1989,Graduate Degree,Manual,F,S,0,1,0,0,35390,3/6/2017
27193,NULL,Daniel,V,Miller,NULL,6885 Auburn,NULL,Lincoln Acres,California,United States,91950,623-555-0156,5/18/1994,Graduate Degree,Professional,M,S,0,3,0,0,136457,3/6/2017
20423,NULL,Alicia,H,Goel,NULL,7405 Jacqueline Drive,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0147,10/10/1972,High School,Skilled Manual,F,S,1,1,0,0,53549,3/6/2017
18300,NULL,Diane,L,Ramos,NULL,3381 Paso Nogal,NULL,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0148,7/12/1981,Partial College,Clerical,F,M,1,0,1,2,85674,3/6/2017
21781,NULL,Jared,NULL,Rivera,NULL,2096 Trinity Ave.,NULL,Lynnwood,Washington,United States,98036,432-555-0138,6/22/1967,Bachelors,Professional,M,M,1,3,0,2,129242,3/6/2017
28780,NULL,Melissa,L,Griffin,NULL,1874 Orchid Ct,NULL,Seattle,Washington,United States,98104,844-555-0182,1/7/1976,Partial High School,Skilled Manual,F,M,1,1,2,2,61829,3/6/2017
25162,NULL,Bryan,D,Morris,NULL,9634 S. Silver Spring,NULL,Torrance,California,United States,90505,729-555-0131,11/11/1984,Bachelors,Management,M,S,1,3,0,0,111980,3/6/2017
26829,NULL,Morgan,NULL,Evans,NULL,Postfach 55 00 00,NULL,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0110,9/23/1987,Bachelors,Skilled Manual,F,M,1,0,1,1,54675,3/7/2017
26829,NULL,Morgan,NULL,Evans,NULL,Postfach 55 00 00,NULL,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0119,9/23/1987,Bachelors,Skilled Manual,F,M,1,0,1,1,54675,3/6/2017
11345,NULL,Robin,NULL,Ramos,NULL,"6, rue de l´Esplanade",NULL,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0111,3/12/1977,Partial College,Management,F,S,1,3,0,0,106648,3/6/2017
22539,NULL,Randall,D,Sanz,NULL,3001 Mt. Etna,NULL,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0177,3/11/1993,Partial High School,Skilled Manual,M,S,0,1,0,0,58037,3/6/2017
26226,NULL,Michele,C,Andersen,NULL,Zimmerstr 57,NULL,München,Nordrhein-Westfalen,Germany,80074,1 (11) 500 555-0182,11/22/1992,Partial College,Management,F,M,1,2,0,1,106062,3/6/2017
22654,NULL,Orlando,NULL,Romero,NULL,"8, rue de la Comédie",NULL,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0112,9/22/1985,High School,Manual,M,S,0,1,0,0,28008,3/6/2017
20389,NULL,Lee,NULL,Romero,NULL,5627 Crystal Avenue,NULL,Ballard,Washington,United States,98107,461-555-0172,2/5/1960,Graduate Degree,Clerical,M,M,1,2,0,3,86828,3/6/2017
27716,NULL,Albert,E,Ramos,NULL,9993 Oak Grove Rd.,NULL,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0145,10/3/1981,Partial College,Skilled Manual,M,S,0,2,0,0,61109,3/6/2017
23670,NULL,Mya,D,Henderson,NULL,6985 Matterhorn Ct,NULL,Salem,Oregon,United States,97301,647-555-0186,12/5/1958,Graduate Degree,Manual,F,M,1,1,1,2,35142,3/6/2017
28410,NULL,Cheryl,R,Gill,NULL,466 Ranch Road,NULL,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0121,4/21/1997,High School,Skilled Manual,F,M,0,2,0,0,59673,3/6/2017
21755,NULL,Lucas,R,White,NULL,2581 Browse Ct,NULL,Coronado,California,United States,92118,703-555-0112,3/24/1963,Bachelors,Professional,M,M,1,3,1,2,133272,3/6/2017
12254,NULL,Calvin,NULL,Deng,NULL,"100, rue des Rosiers",NULL,Pantin,Seine Saint Denis,France,93500,1 (11) 500 555-0134,2/26/1963,Partial College,Clerical,M,S,1,3,0,1,81957,3/6/2017
17082,NULL,Morgan,W,Smith,NULL,Moritzstr 32,NULL,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0129,5/23/1994,Partial College,Management,F,S,0,1,0,0,103314,3/6/2017
25122,NULL,Susan,L,Zhao,NULL,5527 Liscome Way,NULL,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0167,3/16/1987,Graduate Degree,Management,F,S,1,2,0,0,103546,3/6/2017
25619,NULL,Rafael,C,Raji,NULL,"65, avenue du Port",NULL,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0176,3/23/1988,Bachelors,Skilled Manual,M,M,0,0,1,1,58317,3/6/2017
24940,NULL,Fernando,NULL,Martin,NULL,7559 Worth Ct.,NULL,Concord,California,United States,94519,327-555-0191,6/26/1960,Bachelors,Skilled Manual,M,M,1,2,0,2,55825,3/6/2017
13117,NULL,Evelyn,NULL,Rodriguez,NULL,9236 Hanson Lane,NULL,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0122,1/11/1986,Graduate Degree,Manual,F,S,0,1,0,0,36367,3/6/2017
12460,NULL,Dominique,NULL,Malhotra,NULL,9838 Westchester Pl.,NULL,London,England,United Kingdom,W1Y 3RA,1 (11) 500 555-0140,11/23/1988,Bachelors,Management,F,S,0,2,0,0,107852,3/6/2017
13619,NULL,Arturo,NULL,Xu,NULL,6111 Guadalajara,NULL,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0173,5/11/1996,Bachelors,Management,M,M,1,0,0,0,105888,3/6/2017
23455,NULL,Jonathan,R,Perez,NULL,4217 Fairlane Place,NULL,Royal Oak,British Columbia,Canada,V8X,884-555-0158,3/14/1976,Partial High School,Manual,M,S,0,1,0,0,31956,3/6/2017
20986,NULL,Brandi,L,Blanco,NULL,9669 Alhambra Court,NULL,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0171,4/27/1997,High School,Clerical,F,M,0,0,0,0,83026,3/6/2017
26141,NULL,Jorge,NULL,Zhu,NULL,3632 Ramsay Circle,NULL,Townsville,Queensland,Australia,4810,1 (11) 500 555-0125,9/27/1986,Graduate Degree,Management,M,S,1,2,0,0,110808,3/6/2017
19074,NULL,Colleen,NULL,Shen,NULL,"9967, rue de Terre Neuve",NULL,Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0174,5/11/1968,Partial High School,Skilled Manual,F,M,1,1,2,2,51566,3/6/2017
23214,NULL,Kaylee,W,James,NULL,6781 San Jose Ave,NULL,Lemon Grove,California,United States,91945,863-555-0157,11/21/1983,Bachelors,Professional,F,M,1,3,1,2,132962,3/6/2017
11313,NULL,Trevor,NULL,Jenkins,NULL,4697 Yosemite Dr.,NULL,Port Orchard,Washington,United States,98366,120-555-0129,2/27/1973,Graduate Degree,Professional,M,S,1,2,0,0,135064,3/6/2017
26113,NULL,Caitlin,L,Rivera,NULL,3598 Walnut Place,NULL,Oak Bay,British Columbia,Canada,V8P,177-555-0164,3/13/1973,Graduate Degree,Professional,F,S,1,2,0,0,135997,3/6/2017
15865,NULL,Isabel,M,Price,NULL,2807 Charlotte Court,NULL,Palo Alto,California,United States,94303,806-555-0193,4/14/1991,High School,Skilled Manual,F,S,0,1,0,0,57770,3/6/2017
25060,NULL,Noah,R,Martinez,NULL,6472 Loveridge Circle,NULL,Coronado,California,United States,92118,854-555-0195,1/17/1993,Bachelors,Management,M,S,0,1,0,0,113290,3/6/2017
17902,NULL,Ruth,D,Lopez,NULL,Welt Platz 2,NULL,Stuttgart,Saarland,Germany,70511,1 (11) 500 555-0118,3/4/1962,Partial College,Clerical,F,M,1,1,1,2,81214,3/6/2017
27898,NULL,Trinity,NULL,Bell,NULL,"4, rue Philibert-Delorme",NULL,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0169,6/8/1980,Bachelors,Clerical,F,M,1,2,0,2,80624,3/6/2017
19921,NULL,Cara,L,Cai,NULL,Postfach 66 07 00,NULL,München,Hamburg,Germany,80074,1 (11) 500 555-0110,2/5/1966,Bachelors,Management,F,S,1,2,0,1,106908,3/6/2017
21186,NULL,Randall,Z,Vazquez,NULL,2168 Terra Calitina,NULL,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0144,2/4/1985,Bachelors,Skilled Manual,M,S,0,1,0,0,51796,3/6/2017
19129,NULL,Carson,A,Simmons,NULL,1673 Kiska Court,NULL,Los Angeles,California,United States,90012,198-555-0191,10/24/1990,Graduate Degree,Clerical,M,M,1,2,1,2,80764,3/6/2017
25626,NULL,Janet,R,Diaz,NULL,149 Valley Blvd.,NULL,Gateshead,England,United Kingdom,GA10,1 (11) 500 555-0117,5/21/1984,Partial High School,Manual,F,M,0,0,0,1,35297,3/6/2017
15009,NULL,Chloe,NULL,Patterson,NULL,3175 Olivera Rd.,NULL,Redmond,Washington,United States,98052,312-555-0187,6/10/1997,Partial College,Clerical,F,S,0,1,0,0,78604,3/6/2017
